Property,Property Name,Date,Period,Person/Description,Control,Reference,Debit,Credit,Balance,Remarks,ledgerAccount,Source,Person/Description
fla,FOUR LAKES APARTMENTS L.L.C.,2022-02-28 00:00:00 UTC,2022-03-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-996611,INV16461271,1000,0,472640.96,Bryan Mccloud & Charles Wellentin Zillow move In,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2022-02-28 00:00:00 UTC,2022-03-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-996640,INV16474738,500,0,470960.76,#230 MOVE-IN 01/29/22,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-02-28 00:00:00 UTC,2022-03-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-997539,INV16460968,1500,0,476145.96,Zillow Pay Per Lease,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2022-02-28 00:00:00 UTC,2022-03-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-996727,INV16459856,500,0,475666.96,B-308 Lead,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-02-28 00:00:00 UTC,2022-03-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-995581,INV16470367,500,0,479449.9,pay per move in Lot 8,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-04-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1004878,INV17002151,500,0,484587.56,Scott Sandberg zillow move in,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
mainapt,MAIN APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-04-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1004609,INV17004963,1000,0,485602.36,pay per lease,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2022-03-31 00:00:00 UTC,2022-04-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1007574,INV17015656,500,0,482743.76,#323 MOVE-IN 03/19/22,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2022-03-31 00:00:00 UTC,2022-04-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1007821,INV17000549,500,0,488068.92,10-B Lead,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
boxcar,BOXCAR APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1010557,INV17523086,1000,0,492695.4,05/22,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
dwell,DWELL AT KENT STATION L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1009777,INV17535466,500,0,497136.84,Zillow rentals,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
edition,EDITION-BOTHELL L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1009786,INV17524494,500,0,498612.11,Pay/Lease: 2021-11: Salazar Unit 417,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1011452,INV17532663,1500,0,509539.6,#114/328/115 MOVE-IN,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-05-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1011143,INV17519953,1000,0,515043.75,D-101 and E-201 Leads,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
black,BLACK LAKE APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-06-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1017976,INV18025569,1000,0,527039.88,Zillow Rentals - Pay per lease (2 qty0,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
boxcar,BOXCAR APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-06-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1017717,INV18011531,1500,0,529054.68,Zillow Internet Advertising 06/01/2022-6/30/2022,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-06-01 00:00:00 UTC,ZILLOW RENTAL NETWORK (zi440a),P-1019020,INV18009626,2500,0,535883.38,Zillow Listings Services 05/31/2022,Internet Advertising,Zillow,ZILLOW RENTAL NETWORK (zi440a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2022-01-14 00:00:00 UTC,2022-01-01 00:00:00 UTC,Zumper,R-2270712,0027292350,0,100,441985.01,:CHECKscan Payment - Refund Check 3017,Internet Advertising,Zumper,Zumper
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2021-07-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,,J-567886,:Reversal of J-567695,0,500,265187.97,06/21 Accr Zillow Adv,Internet Advertising,Zillow,
black,BLACK LAKE APARTMENTS L.L.C.,2022-02-01 00:00:00 UTC,2022-02-01 00:00:00 UTC,:Reversal of J-603197,J-603255,:Reversal of J-603197,0,450,2400,"Accrued 1/26 Apartment List, inc DD-08 Salazar-Perez Inv-782047",Internet Listing,Apartmentlist.com,:Reversal of J-603197
pal,PALERMO AT LAKELAND L.L.C.,2022-02-01 00:00:00 UTC,2022-02-01 00:00:00 UTC,:Reversal of J-604842,J-604890,:Reversal of J-604842,0,1000,2400,"01/22 Accr-Zillow Leads - January 2022,Zillow,INV15990452",Internet Listing,Zillow,:Reversal of J-604842
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-03-01 00:00:00 UTC,2022-03-01 00:00:00 UTC,:Reversal of J-607433,J-607457,:Reversal of J-607433,0,450,13886,02.22 Accrue N-10 Apartments List Inc lead for Mario Taylor,Internet Listing,Apartmentlist.com,:Reversal of J-607433
pal,PALERMO AT LAKELAND L.L.C.,2022-03-01 00:00:00 UTC,2022-03-01 00:00:00 UTC,:Reversal of J-609086,J-609121,:Reversal of J-609086,0,562.8,11323.2,"02/22 Accr- February 2022 Apts Network 3 Gold, Apartments.com, 115406925-8",Internet Listing,Apartments.com,:Reversal of J-609086
aster,ASTER TOWNHOMES L.L.C.,2022-03-01 00:00:00 UTC,2022-03-01 00:00:00 UTC,:Reversal of J-609918,J-609932,:Reversal of J-609918,0,500,4324.6,02.22 Accrue Zillow listing 2/2022,Internet Listing,Zillow,:Reversal of J-609918
aspen,ASPEN GLADE APARTMENTS L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,:Reversal of J-612958,J-612960,:Reversal of J-612958,0,349,14549.8,RCLS from 54480G-09 Move-in pay per lease,Internet Listing,Move-in,:Reversal of J-612958
pal,PALERMO AT LAKELAND L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,:Reversal of J-614389,J-614418,:Reversal of J-614389,0,2000,29434.54,03/22 Zillow Zillow Leads March 2022,Internet Listing,Zillow,:Reversal of J-614389
aster,ASTER TOWNHOMES L.L.C.,2022-05-01 00:00:00 UTC,2022-05-01 00:00:00 UTC,:Reversal of J-619020,J-619024,:Reversal of J-619020,0,1000,36713.06,0422 Rentals,Internet Listing,TBD,:Reversal of J-619020
beryl,BERYL APARTMENTS L.L.C.,2022-05-01 00:00:00 UTC,2022-05-01 00:00:00 UTC,:Reversal of J-619996,J-620038,:Reversal of J-619996,0,450.25,36713.06,04/22 Apartmentlist.com Lead for J. Lankamer #602-MFTE 3/2022 move-in,Internet Listing,Apartmentlist.com,:Reversal of J-619996
fla,FOUR LAKES APARTMENTS L.L.C.,2022-05-01 00:00:00 UTC,2022-05-01 00:00:00 UTC,:Reversal of J-621007,J-621034,:Reversal of J-621007,0,1000,38908.95,"04/22 Accr- Scott Sandberg and Megan Simon zillow move in,ZILLOW RENTAL NETWORK,INV17521341",Internet Listing,Zillow,:Reversal of J-621007
pal,PALERMO AT LAKELAND L.L.C.,2022-05-01 00:00:00 UTC,2022-05-01 00:00:00 UTC,:Reversal of J-621069,J-621104,:Reversal of J-621069,0,500,42486.55,"04/22 Accr- Zillow Leads April 2022,Zillow,INV17534571",Internet Listing,Zillow,:Reversal of J-621069
mainapt,MAIN APARTMENTS L.L.C.,2022-05-01 00:00:00 UTC,2022-05-01 00:00:00 UTC,:Reversal of J-621398,J-621424,:Reversal of J-621398,0,1000,40121.75,"Accrue  4/2021 zillow pay per lease, Young/Thomas",Internet Listing,Zillow,:Reversal of J-621398
sta,SAWYER TRAIL APARTMENTS L.L.C.,2022-06-01 00:00:00 UTC,2022-06-01 00:00:00 UTC,:Reversal of J-625890,J-625905,:Reversal of J-625890,0,500,59319.86,"05/22 Accrue,  E-306 Lead",Internet Listing,Lead,:Reversal of J-625890
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2022-06-01 00:00:00 UTC,2022-06-01 00:00:00 UTC,:Reversal of J-626123,J-626157,:Reversal of J-626123,0,500,59573.55,Accrue 45-A Lead,Internet Listing,Move-in,:Reversal of J-626123
mainapt,MAIN APARTMENTS L.L.C.,2022-06-01 00:00:00 UTC,2022-06-01 00:00:00 UTC,:Reversal of J-626455,J-626471,:Reversal of J-626455,0,500,54866.66,Accrue  5/2022 pay per lease- blevins,Internet Listing,Move-in,:Reversal of J-626455
fla,FOUR LAKES APARTMENTS L.L.C.,2022-06-01 00:00:00 UTC,2022-06-01 00:00:00 UTC,:Reversal of J-626636,J-626657,:Reversal of J-626636,0,349,54168.66,"05/22 Accr- B-302 Apartment list move in,Apartment List,INV-834464",Internet Listing,Apartmentlist.com,:Reversal of J-626636
pal,PALERMO AT LAKELAND L.L.C.,2022-01-31 00:00:00 UTC,2022-01-01 00:00:00 UTC,01/22 Accr :Reversed by J-604890,J-604842,01/22 Accr,1000,0,1900,"01/22 Accr-Zillow Leads - January 2022,Zillow,INV15990452",Internet Listing,Zillow,01/22 Accr :Reversed by J-604890
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-02-28 00:00:00 UTC,2022-02-01 00:00:00 UTC,02.22 Accruals :Reversed by J-607457,J-607433,02.22 Accruals,450,0,3412.8,02.22 Accrue N-10 Apartments List Inc lead for Mario Taylor,Internet Listing,Apartmentlist.com,02.22 Accruals :Reversed by J-607457
aster,ASTER TOWNHOMES L.L.C.,2022-02-28 00:00:00 UTC,2022-02-01 00:00:00 UTC,02.22 Accruals :Reversed by J-609932,J-609918,02.22 Accruals,500,0,2400,02.22 Accrue Zillow listing 2/2022,Internet Listing,Zillow,02.22 Accruals :Reversed by J-609932
pal,PALERMO AT LAKELAND L.L.C.,2022-02-28 00:00:00 UTC,2022-02-01 00:00:00 UTC,02/22 Accr :Reversed by J-609121,J-609086,02/22 Accr,562.8,0,2962.8,"02/22 Accr- February 2022 Apts Network 3 Gold, Apartments.com, 115406925-8",Internet Listing,Apartments.com,02/22 Accr :Reversed by J-609121
pal,PALERMO AT LAKELAND L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Accrued Expenses :Reversed by J-613856 :Reversed by J-614418,J-614389,Accrued Expenses,2000,0,13886,03/22 Zillow Zillow Leads March 2022,Internet Listing,Zillow,03/22 Accrued Expenses :Reversed by J-613856 :Reversed by J-614418
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615111,03/22 Rcls,349,0,5123.6,"03/22 Rcls Fm 54480, INV-771761 J-304 MOVE-IN",Internet Listing,Move-in,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615112,03/22 Rcls,349,0,5472.6,"03/22 Rcls Fm 54480, INV-773227 H-202 MOVE-IN",Internet Listing,Move-in,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615113,03/22 Rcls,349,0,5821.6,"03/22 Rcls Fm 54480, INV-778427 H-304 MOVE-IN",Internet Listing,Move-in,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615114,03/22 Rcls,349,0,6170.6,"03/22 Rcls Fm 54480, INV-779375 G-304 MOVE-IN",Internet Listing,Move-in,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615115,03/22 Rcls,429,0,6599.6,"03/22 Rcls Fm 54480, 114689474-5  10/21 APTS.COM",Internet Listing,Apartmentlist.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615116,03/22 Rcls,429,0,7028.6,"03/22 Rcls Fm 54480,  115073477-5 11/21 APTS.COM",Internet Listing,Apartmentlist.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615117,03/22 Rcls,429,0,7457.6,"03/22 Rcls Fm 54480,  115111666-5 12/21 APTS.COM",Internet Listing,Apartmentlist.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615118,03/22 Rcls,429,0,7886.6,"03/22 Rcls Fm 54480,  115300347-5 1/22 APTS.COM",Internet Listing,Apartmentlist.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615119,03/22 Rcls,514.8,0,8401.4,"03/22 Rcls Fm 54480,  115406925-5 2/22 APTS.COM",Internet Listing,Apartmentlist.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615120,03/22 Rcls,1000,0,9401.4,"03/22 Rcls Fm 54480,  INV16461271 ZILLOW MCCLOUD/WELLENTIN",Internet Listing,Apartmentlist.com,03/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,03/22 Rcls,J-615121,03/22 Rcls,514.8,0,9916.2,"03/22 Rcls Fm 54480,  115645235-5 3/22 APTS.COM",Internet Listing,Apartments.com,03/22 Rcls
aspen,ASPEN GLADE APARTMENTS L.L.C.,2022-03-31 00:00:00 UTC,2022-03-01 00:00:00 UTC,0322 Reclassed Items,J-612630,0322 Reclassed Items,349,0,4324.6,G-09 Move in Pay per Lease,Internet Listing,Move-in,0322 Reclassed Items
fla,FOUR LAKES APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,04/22 Accr :Reversed by J-621034,J-621007,04/22 Accr,1000,0,23546.34,"04/22 Accr- Scott Sandberg and Megan Simon zillow move in,ZILLOW RENTAL NETWORK,INV17521341",Internet Listing,Zillow,04/22 Accr :Reversed by J-621034
pal,PALERMO AT LAKELAND L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,04/22 Accr :Reversed by J-621104,J-621069,04/22 Accr,500,0,30497.34,"04/22 Accr- Zillow Leads April 2022,Zillow,INV17534571",Internet Listing,Zillow,04/22 Accr :Reversed by J-621104
beryl,BERYL APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,04/22 Accrued Expenses :Reversed by J-620038,J-619996,Accrued Expenses,450.25,0,18980.05,04/22 Apartmentlist.com Lead for J. Lankamer #602-MFTE 3/2022 move-in,Internet Listing,Apartmentlist.com,04/22 Accrued Expenses :Reversed by J-620038
fla,FOUR LAKES APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,04/22 Rcls,J-621018,04/22 Rcls,500,0,24046.34,"04/22 Rcls Fm 54480,Scott Sandberg zillow move in",Internet Listing,Zillow,04/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,04/22 Rcls,J-621019,04/22 Rcls,514.8,0,24561.14,"04/22 Rcls Fm 54480,04/2022 apartments.com",Internet Listing,Apartments.com,04/22 Rcls
pal,PALERMO AT LAKELAND L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,04/22 Rcls,J-621140,04/22 Rcls,0,562.8,29934.54,"04/22 Rcls To 11670,May 2022 Apts Network 3 Gold",Internet Listing,Apartments.com,04/22 Rcls
aster,ASTER TOWNHOMES L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,0422 Accruals from BM :Reversed by J-619024,J-619020,0422 Accruals from BM,1000,0,15898.8,0422 Rentals,Internet Listing,TBD,0422 Accruals from BM :Reversed by J-619024
aspen,ASPEN GLADE APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,0422 Reclass from 54480 to 54481,J-619108,0422 Reclass from 54480 to 54481,349,0,14898.8,0422 Reclass from 54480 to 54481,Internet Listing,Reclass,0422 Reclass from 54480 to 54481
fla,FOUR LAKES APARTMENTS L.L.C.,2022-06-15 00:00:00 UTC,2022-05-01 00:00:00 UTC,05/22 Accr :Reversed by J-626657,J-626636,05/22 Accr,349,0,40121.75,"05/22 Accr- B-302 Apartment list move in,Apartment List,INV-834464",Internet Listing,Apartmentlist.com,05/22 Accr :Reversed by J-626657
sta,SAWYER TRAIL APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,"05/22 Accrue,  E-306 Lead :Reversed by J-625905",J-625890,Accrued expense,500,0,49685.62,"05/22 Accrue,  E-306 Lead",Internet Listing,Lead,"05/22 Accrue,  E-306 Lead :Reversed by J-625905"
pal,PALERMO AT LAKELAND L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,05/22 Rcls,J-624979,05/22 Rcls,562.8,0,43049.35,"05/22 Rcls Fm 11670,Apts Network 3 Gold",Internet Listing,Apartments.com,05/22 Rcls
fla,FOUR LAKES APARTMENTS L.L.C.,2022-06-30 00:00:00 UTC,2022-06-01 00:00:00 UTC,06/22 Rcls,J-626578,06/22 Rcls,349,0,54866.66,"06/22 Rcls Fm 54480, B-302 Apt list move in",Internet Listing,Apartmentlist.com,06/22 Rcls
mainapt,MAIN APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,Accrue  5/2022 pay per lease- blevins :Reversed by J-626471,J-626455,Accrued Expense,500,0,42036.55,Accrue  5/2022 pay per lease- blevins,Internet Listing,Move-in,Accrue  5/2022 pay per lease- blevins :Reversed by J-626471
mainapt,MAIN APARTMENTS L.L.C.,2022-04-30 00:00:00 UTC,2022-04-01 00:00:00 UTC,"Accrue 4/2021 zillow pay per lease, Young/Thomas :Reversed by J-621424",J-621398,Accrued Expense,1000,0,25561.14,"Accrue  4/2021 zillow pay per lease, Young/Thomas",Internet Listing,Zillow,"Accrue 4/2021 zillow pay per lease, Young/Thomas :Reversed by J-621424"
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,Accrue 45-A Lead :Reversed by J-626157,J-626123,Accrue Expense,500,0,50185.62,Accrue 45-A Lead,Internet Listing,Lead,Accrue 45-A Lead :Reversed by J-626157
black,BLACK LAKE APARTMENTS L.L.C.,2022-01-31 00:00:00 UTC,2022-01-01 00:00:00 UTC,"Accrued 1/26 Apartment List, inc DD-08 Salazar-Perez Inv-782047 :Reversed by J-603255",J-603197,01/22 Accrued Expense,450,0,900,"Accrued 1/26 Apartment List, inc DD-08 Salazar-Perez Inv-782047",Internet Listing,Apartmentlist.com,"Accrued 1/26 Apartment List, inc DD-08 Salazar-Perez Inv-782047 :Reversed by J-603255"
black,BLACK LAKE APARTMENTS L.L.C.,2022-01-10 00:00:00 UTC,2022-01-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-986155,INV-775728,450,0,450,"K-04, Ochoa, M/I 1/08/2022",Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
black,BLACK LAKE APARTMENTS L.L.C.,2022-01-27 00:00:00 UTC,2022-02-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-989812,INV-782047,450,0,2850,DD-08 Salazar-Perez 1/26/22,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
black,BLACK LAKE APARTMENTS L.L.C.,2022-03-14 00:00:00 UTC,2022-03-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-999285,INV-800548,450,0,4774.6,B-12 Annah Schindler 3/11/2022,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-02-28 00:00:00 UTC,2022-03-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-996683,INV-793634,450,0,14336,commission for Mario Taylor N-10,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-03-21 00:00:00 UTC,2022-03-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1000694,INV-802771,450,0,14336,Referral Caleb Inman F-01 Move In,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
black,BLACK LAKE APARTMENTS L.L.C.,2022-04-04 00:00:00 UTC,2022-04-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1002926,INV-809294,450,0,19430.05,E-06: Dillan Woodring Moved In 4/3,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
black,BLACK LAKE APARTMENTS L.L.C.,2022-04-07 00:00:00 UTC,2022-04-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1004854,INV-810901,450,0,19880.05,K-07: Connor Reynolds New Move In 4/6/2022,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
black,BLACK LAKE APARTMENTS L.L.C.,2022-04-12 00:00:00 UTC,2022-04-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1004855,INV-813312,450,0,20330.05,G-02: William Walker Move In 4/9/2022,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
black,BLACK LAKE APARTMENTS L.L.C.,2022-04-26 00:00:00 UTC,2022-04-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1007945,INV-818309,450,0,20780.05,JJ-03: Dane Apalategui/Pamala New Move In,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
boxcar,BOXCAR APARTMENTS L.L.C.,2022-04-11 00:00:00 UTC,2022-04-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1007363,INV-812376,450,0,21531.54,Elliott Shim-321,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-04-04 00:00:00 UTC,2022-04-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1003111,INV-808253,450,0,31962.14,J-04 Referral Service,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-04-25 00:00:00 UTC,2022-04-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1008082,INV-817903,450,0,32412.14,Commission for J-12 Move in,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-04-25 00:00:00 UTC,2022-04-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1008083,INV-817912,450,0,32862.14,Commision For RP2-K-12,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
wactbpr,WASHINGTON COURT FLATS L.L.C.,2022-04-18 00:00:00 UTC,2022-04-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1008203,INV-814583,349,0,33773.94,"5818-104, PAY PER LEASE - BATES",Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
beryl,BERYL APARTMENTS L.L.C.,2022-03-02 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1011352,INV-795590,450.25,0,37163.31,List Lead- J. Lankamer #602 m/i 3/1,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
beryl,BERYL APARTMENTS L.L.C.,2022-05-05 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1011353,INV-822275,450.25,0,37163.31,List Lead fee for K. Vranesic m/i 5/1 #616,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
boxcar,BOXCAR APARTMENTS L.L.C.,2022-05-10 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1014152,INV-825949,450,0,37944.15,Elizabeth Kim-311,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
boxcar,BOXCAR APARTMENTS L.L.C.,2022-05-16 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1014151,INV-828895,450,0,38394.15,Derik Wang Apt. 319,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
fla,FOUR LAKES APARTMENTS L.L.C.,2022-05-03 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1011425,INV-821932,349,0,39257.95,E-106 Apartment list move in,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
mainapt,MAIN APARTMENTS L.L.C.,2022-05-02 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1009316,INV-820713,450,0,40571.75,E301 - pay per lease,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
mainapt,MAIN APARTMENTS L.L.C.,2022-05-09 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1010651,INV-825271,450,0,41536.55,pay per lease C203,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
monticl2,"MONTICELLO APARTMENTS II, LLC",2022-05-25 00:00:00 UTC,2022-05-01 00:00:00 UTC,"APARTMENT LIST, INC. (ap072a)",P-1014324,INV-833206,450,0,42486.55,Sivakumar Pasupathi Apt. 116,Internet Listing,Apartmentlist.com,"APARTMENT LIST, INC. (ap072a)"
